iter	RMSE
801	3.311917996
802	3.309877915
803	3.309469171
804	3.307253279
805	3.30422275
806	3.301998049
807	3.300288314
808	3.298007216
809	3.296715544
810	3.295193261
811	3.293347965
812	3.29274632
813	3.291581801
814	3.290715804
815	3.289687777
816	3.288890867
817	3.287036053
818	3.286059601
819	3.2829613
820	3.28240281
821	3.280416546
822	3.276739165
823	3.275424474
824	3.273892231
825	3.273746461
826	3.271421506
827	3.269731519
828	3.268203793
829	3.266521038
830	3.26519497
831	3.263615303
832	3.261821473
833	3.259806043
834	3.256993216
835	3.255170819
836	3.253798979
837	3.251738231
838	3.250856394
839	3.249217016
840	3.246574718
841	3.243577914
842	3.242501529
843	3.2422001
844	3.240611312
845	3.240415605
846	3.240061188
847	3.237301532
848	3.236053529
849	3.234453521
850	3.232410929
851	3.229523008
852	3.226536264
853	3.225451246
854	3.225134237
855	3.222188153
856	3.221953672
857	3.221146439
858	3.220297017
859	3.218790724
860	3.216110058
861	3.213654977
862	3.213075591
863	3.212240646
864	3.212099425
865	3.210731147
866	3.209390576
867	3.207819546
868	3.207517662
869	3.205582305
870	3.20535156
871	3.203947773
872	3.202516273
873	3.199784175
874	3.197600626
875	3.195882281
876	3.194635831
877	3.193154039
878	3.192786017
879	3.192492062
880	3.190296674
881	3.188645159
882	3.186512789
883	3.186237037
884	3.183616747
885	3.182723189
886	3.181578467
887	3.180404699
888	3.180279708
889	3.179270065
890	3.178730046
891	3.177706459
892	3.176040406
893	3.173417187
894	3.173062247
895	3.172942965
896	3.170801874
897	3.170507177
898	3.168848758
899	3.168365893
900	3.1663387
901	3.166068454
902	3.163355175
903	3.161688967
904	3.160869879
905	3.159803805
906	3.157891435
907	3.157696592
908	3.156328628
909	3.155484753
910	3.1548692
911	3.153302907
912	3.151482897
913	3.15096279
914	3.150942309
915	3.150750205
916	3.150165458
917	3.147334845
918	3.146024457
919	3.145452724
920	3.142903767
921	3.141281241
922	3.138966597
923	3.137598241
924	3.136258788
925	3.135535701
926	3.133528032
927	3.132357262
928	3.129624667
929	3.127886226
930	3.125501265
931	3.123745826
932	3.121192636
933	3.119887652
934	3.117068099
935	3.116910478
936	3.114144405
937	3.112665943
938	3.110503254
939	3.109222988
940	3.108743039
941	3.106133122
942	3.104073936
943	3.101354427
944	3.099465433
945	3.096886157
946	3.095817354
947	3.093412196
948	3.092479996
949	3.090091026
950	3.087912586
951	3.085632084
952	3.085536455
953	3.085330429
954	3.082358433
955	3.079904305
956	3.079121479
957	3.076934988
958	3.073933076
959	3.072321932
960	3.070749367
961	3.065648874
962	3.064431813
963	3.063321888
964	3.062929559
965	3.062160326
966	3.060226141
967	3.058045918
968	3.057808927
969	3.056404343
970	3.054154925
971	3.052428884
972	3.050939827
973	3.050337439
974	3.049987116
975	3.04963151
976	3.048322861
977	3.047605948
978	3.046412574
979	3.044373281
980	3.042277279
981	3.042170591
982	3.039947668
983	3.038810974
984	3.037307058
985	3.036455979
986	3.036074351
987	3.035083998
988	3.033110128
989	3.032977284
990	3.030633956
991	3.028276479
992	3.025609178
993	3.022089594
994	3.021836238
995	3.019391661
996	3.016199913
997	3.015694417
998	3.012750807
999	3.011184789
